edad,frecuenciaCompra,montoPromedio,diasUltimaCompra,satisfaccion,totalHistorico,cantidadProductos,usaTarjeta,recompra
45,3,12838,117,4.0,38514,3,0,0
68,7,129482,6,4.6,906374,12,1,1
58,20,68187,42,4.3,1363740,4,1,1
52,3,76486,103,4.3,229458,8,1,0
50,11,387216,101,4.0,4259376,11,1,1
49,2,341316,75,2.5,682632,14,1,0
29,8,308139,46,4.1,2465112,2,0,1
64,10,437309,114,2.5,4373090,15,0,0
62,18,149936,172,3.3,2698848,8,1,1
60,11,312033,82,4.6,3432363,9,1,1
40,8,384930,97,3.4,3079440,2,1,1
45,10,439688,139,1.0,4396880,6,0,0
63,8,357193,106,1.7,2857544,4,1,1
53,16,40048,39,2.2,640768,9,0,0
35,13,152625,62,4.2,1984125,2,0,1
28,16,438118,12,2.2,7009888,5,0,1
32,10,54193,101,1.6,541930,10,0,0
56,17,12712,81,4.1,216104,8,1,1
68,9,152625,139,2.4,1373625,2,1,1
35,19,361539,49,2.2,6869241,13,1,1
54,3,304717,146,3.2,914151,10,1,0
56,8,220780,6,4.7,1766240,14,1,1
64,14,426094,117,3.7,5965316,15,0,0
26,9,235783,76,2.8,2122047,14,0,0
60,17,279137,107,4.2,4745329,12,0,1
49,9,348733,101,5.0,3138597,12,0,1
55,19,374312,102,3.4,7111928,14,0,0
21,16,135622,148,2.8,2169952,13,0,0
27,16,279295,79,2.6,4468720,11,0,0
62,17,426458,80,4.6,7249786,3,0,1
60,20,106462,20,3.1,2129240,1,0,1
25,2,111061,106,2.7,222122,10,1,0
67,15,164530,52,3.9,2467950,1,0,0
18,12,370894,111,3.3,4450728,12,1,1
68,18,330884,156,3.0,5955912,2,0,0
23,4,290648,71,3.8,1162592,6,1,0
25,10,489026,35,5.0,4890260,13,0,1
69,8,333820,143,1.3,2670560,9,0,0
31,6,397325,155,4.7,2383950,14,0,1
70,3,59312,33,1.2,177936,4,1,0
27,17,236687,123,2.3,4023679,7,0,0
47,20,38986,76,4.8,779720,2,0,1
67,11,31225,140,2.7,343475,13,1,1
36,10,269434,17,2.6,2694340,13,0,1
45,16,90572,109,4.7,1449152,15,0,1
43,8,249241,66,3.0,1993928,3,0,0
23,20,448132,35,2.2,8962640,1,1,1
61,2,139261,34,2.9,278522,3,1,0
32,20,243435,14,3.2,4868700,2,0,1
40,5,23390,172,2.7,116950,10,0,0
68,17,392550,160,1.7,6673350,12,0,0
55,4,297206,8,3.3,1188824,9,1,1
58,15,484427,174,1.0,7266405,12,0,0
55,18,467384,19,2.2,8412912,1,1,1
37,1,270962,150,4.2,270962,10,1,0
68,15,413662,11,2.5,6204930,11,0,1
38,2,130057,13,1.8,260114,6,0,0
64,6,406811,65,3.8,2440866,12,0,0
52,14,284112,50,1.1,3977568,13,1,1
36,10,283235,140,1.4,2832350,3,1,1
29,8,160294,162,4.7,1282352,4,0,1
18,10,30804,65,2.2,308040,1,1,1
62,1,251940,142,2.3,251940,12,0,0
42,2,489515,50,3.1,979030,14,1,0
28,11,38785,82,3.7,426635,13,0,0
55,12,319662,154,1.5,3835944,4,0,0
63,19,429788,173,3.1,8165972,8,0,0
18,11,214880,142,2.8,2363680,1,0,0
29,15,190516,74,3.2,2857740,13,0,0
64,16,178937,35,1.8,2862992,3,0,0
33,2,357537,125,2.9,715074,10,0,0
19,1,426081,106,4.0,426081,13,1,1
68,1,464128,175,1.6,464128,9,1,0
37,18,115168,168,1.3,2073024,3,0,0
67,4,81989,37,4.0,327956,11,0,0
38,17,287636,29,3.8,4889812,10,1,1
18,3,392198,18,4.0,1176594,14,0,1
45,6,357690,160,1.6,2146140,10,1,1
68,7,206509,169,4.0,1445563,2,0,1
34,15,476070,6,4.5,7141050,2,1,1
22,15,308558,163,2.0,4628370,2,0,0
37,18,219273,145,2.2,3946914,9,0,0
21,4,491359,25,2.0,1965436,14,0,0
40,17,216734,178,4.6,3684478,11,0,1
19,11,332116,170,2.6,3653276,1,1,1
68,1,441382,18,1.2,441382,10,0,0
48,15,150365,83,4.4,2255475,12,1,1
33,19,221268,124,1.1,4204092,14,1,1
34,8,168483,61,3.2,1347864,13,1,1
48,1,160363,102,1.1,160363,15,0,0
69,10,283524,148,1.7,2835240,10,1,1
46,4,421869,171,1.1,1687476,8,0,0
25,10,122108,178,1.2,1221080,12,0,0
67,2,124420,165,2.4,248840,2,1,0
55,13,430899,162,1.3,5601687,10,1,1
41,16,18641,19,1.5,298256,9,1,1
37,6,123959,11,4.9,743754,1,1,1
43,11,165805,115,2.6,1823855,4,0,0
70,13,297244,21,3.1,3864172,11,1,1
19,8,275626,11,2.6,2205008,13,0,1
65,5,316174,160,4.0,1580870,4,1,1
35,17,342604,145,3.6,5824268,4,1,1
29,4,156798,93,1.9,627192,4,1,0
40,5,414037,105,2.7,2070185,3,0,0
24,8,122814,107,1.3,982512,14,0,0
57,12,37398,126,4.5,448776,14,0,1
30,17,121904,56,1.7,2072368,6,0,0
23,11,38789,108,2.2,426679,11,1,1
44,1,49885,153,2.7,49885,11,1,0
59,9,494006,146,1.7,4446054,12,1,1
50,7,474922,141,4.9,3324454,3,1,1
30,1,68369,91,4.0,68369,6,0,0
21,20,423246,40,4.2,8464920,5,0,1
58,18,221363,166,4.2,3984534,3,1,1
37,8,216143,86,1.1,1729144,12,0,0
28,17,60423,104,1.7,1027191,1,1,1
62,17,495713,168,1.2,8427121,13,0,0
25,11,190414,113,3.1,2094554,1,0,0
65,19,481933,32,4.1,9156727,15,0,1
22,3,171365,151,3.9,514095,7,0,0
19,5,278453,143,3.4,1392265,1,0,0
41,14,279487,96,3.7,3912818,5,0,0
64,18,137978,27,4.0,2483604,13,1,1
35,9,7435,14,4.7,66915,11,1,1
52,12,5194,175,4.7,62328,11,0,0
61,18,186668,31,3.6,3360024,11,1,1
67,18,462042,31,2.3,8316756,6,1,1
54,19,27772,67,3.0,527668,5,1,1
56,15,59030,143,1.1,885450,4,1,1
69,20,19972,150,3.5,399440,1,0,0
47,2,39768,145,4.6,79536,12,0,0
40,11,458764,67,1.3,5046404,3,1,1
63,5,374801,52,2.8,1874005,5,0,0
18,4,376223,137,4.4,1504892,7,0,0
43,19,299084,98,3.8,5682596,2,0,0
69,20,408537,39,3.3,8170740,14,0,0
53,20,165998,98,2.2,3319960,10,0,0
30,7,427353,152,1.9,2991471,12,1,1
48,7,368737,43,4.8,2581159,9,0,1
26,18,160208,40,2.0,2883744,11,1,1
45,12,243782,16,4.5,2925384,7,0,1
46,6,360133,152,2.5,2160798,15,0,0
54,12,179567,58,4.7,2154804,5,0,1
42,3,288706,23,1.8,866118,9,0,0
46,12,315489,128,4.3,3785868,14,0,1
52,13,84363,70,4.9,1096719,14,0,1
60,15,36651,31,1.2,549765,5,1,1
67,17,28052,78,1.9,476884,3,0,0
20,1,34664,98,4.9,34664,15,0,0
52,19,405550,46,3.4,7705450,1,0,0
67,10,464477,58,4.1,4644770,14,0,1
53,17,39520,147,1.4,671840,11,0,0
48,4,249038,23,1.8,996152,9,1,1
68,12,435668,142,1.2,5228016,9,0,0
50,13,118195,76,3.7,1536535,14,0,0
50,13,53397,158,2.0,694161,8,1,1
38,3,233534,172,3.6,700602,8,1,0
40,5,351990,45,4.3,1759950,7,0,0
27,4,354154,41,2.0,1416616,3,0,0
32,1,230580,59,1.9,230580,12,1,0
23,8,181566,171,1.2,1452528,2,1,1
31,15,263356,152,1.8,3950340,10,0,0
41,11,460931,137,2.5,5070241,7,0,0
36,9,148819,100,1.9,1339371,7,1,1
24,18,31962,18,4.4,575316,5,0,1
22,6,232792,64,4.8,1396752,9,0,1
49,17,162322,89,3.4,2759474,4,1,1
51,5,497066,94,3.4,2485330,12,1,0
27,16,54714,139,5.0,875424,8,1,1
19,13,408350,136,1.1,5308550,10,0,0
36,11,491101,114,1.6,5402111,3,1,1
61,11,386750,5,3.7,4254250,4,1,1
37,11,300562,39,3.4,3306182,15,0,0
24,20,324901,9,2.0,6498020,4,1,1
54,3,130847,76,4.9,392541,14,1,1
61,14,342671,153,1.9,4797394,10,0,0
51,3,310400,163,3.3,931200,7,1,0
44,8,208127,55,4.8,1665016,7,1,1
51,9,128541,129,4.6,1156869,6,1,1
65,6,161558,125,3.7,969348,12,1,1
24,5,24449,164,4.4,122245,2,1,0
55,17,263050,35,2.6,4471850,6,0,0
52,6,279457,89,2.1,1676742,12,0,0
18,19,160608,141,1.2,3051552,3,0,0
34,2,474246,127,5.0,948492,15,1,1
64,7,402152,100,2.0,2815064,10,1,1
27,15,387657,40,1.1,5814855,14,1,1
65,3,460937,84,1.1,1382811,11,1,0
26,9,405607,58,4.3,3650463,1,1,1
28,5,422383,111,1.9,2111915,8,1,0
48,5,397839,18,2.3,1989195,13,1,1
70,14,18635,169,3.3,260890,2,1,0
57,17,65500,54,2.3,1113500,2,0,0
24,6,498694,86,4.2,2992164,9,1,1
69,1,108556,21,3.5,108556,13,0,0
70,17,223323,109,3.7,3796491,13,1,1
65,5,186820,157,1.4,934100,9,0,0
64,2,266456,123,4.6,532912,10,0,0
41,7,9578,71,4.3,67046,14,1,1
55,9,391738,30,4.9,3525642,8,1,1
38,8,93047,84,1.7,744376,5,1,1
27,10,65999,159,2.2,659990,3,1,1
66,2,201825,56,1.0,403650,7,1,0
41,16,310543,110,2.0,4968688,10,0,0
49,10,151205,92,4.3,1512050,6,1,1
21,3,481374,64,4.2,1444122,5,1,1
70,20,167273,59,1.2,3345460,9,0,0
40,9,300873,125,4.6,2707857,6,1,1
70,19,170427,175,5.0,3238113,9,0,1
26,20,178434,10,3.5,3568680,9,1,1
22,16,457413,176,4.3,7318608,4,0,1
43,8,476480,65,1.7,3811840,9,1,1
37,13,183958,41,4.0,2391454,4,1,1
32,13,161616,93,4.4,2101008,13,1,1
52,14,475899,134,3.8,6662586,12,1,1
62,15,101327,29,2.3,1519905,4,0,1
51,19,452936,178,4.8,8605784,2,0,1
37,3,180691,127,4.5,542073,6,1,1
63,9,76255,29,4.4,686295,2,1,1
32,15,351804,76,1.3,5277060,13,0,0
32,20,484610,10,2.7,9692200,6,1,1
57,19,82360,176,2.2,1564840,14,0,0
37,4,263064,151,2.8,1052256,1,0,0
61,4,29161,107,1.4,116644,1,0,0
25,14,74957,143,3.9,1049398,14,1,1
19,8,254419,60,4.8,2035352,7,1,1
44,7,346547,134,1.4,2425829,6,1,1
47,2,254628,97,2.1,509256,13,1,0
32,15,10327,108,3.2,154905,6,1,0
30,2,210388,55,3.8,420776,3,0,0
18,4,108063,6,4.0,432252,2,0,1
50,2,243437,117,2.7,486874,11,1,0
45,6,326319,157,1.3,1957914,11,0,0
37,8,244029,139,1.6,1952232,6,0,0
49,6,427388,110,3.2,2564328,10,1,1
64,1,98456,166,4.6,98456,10,0,0
63,14,359720,99,2.4,5036080,8,0,0
58,16,316586,157,1.4,5065376,4,1,1
67,5,227665,136,3.7,1138325,8,0,0
31,15,366574,101,2.5,5498610,15,0,0
67,1,183311,59,4.9,183311,5,1,0
25,12,138922,41,2.4,1667064,1,0,0
38,3,352147,65,1.8,1056441,4,0,0
21,16,48908,56,1.8,782528,7,0,0
30,13,21214,94,4.6,275782,5,0,0
18,12,435112,168,3.9,5221344,2,1,1
30,18,70594,153,2.1,1270692,10,0,0
46,4,299900,142,1.0,1199600,8,0,0
45,3,43789,55,1.8,131367,14,0,0
67,6,52178,38,4.9,313068,2,0,1
47,5,398846,19,3.2,1994230,8,0,0
67,5,40351,46,2.8,201755,9,1,0
63,4,453448,20,1.1,1813792,1,0,0
20,8,178187,50,2.4,1425496,7,1,1
37,2,254223,67,4.4,508446,6,0,0
60,1,344077,10,4.9,344077,12,0,1
61,6,335980,172,3.1,2015880,9,1,1
69,12,12520,12,4.9,150240,13,1,1
32,8,288141,104,4.2,2305128,4,1,1
55,3,265665,167,1.2,796995,4,1,0
62,20,361538,38,1.5,7230760,6,1,1
38,5,496147,123,4.9,2480735,3,0,0
35,20,241277,65,3.7,4825540,9,1,1
32,6,52738,160,3.4,316428,13,1,1
48,5,211465,32,1.9,1057325,5,1,0
50,17,161375,86,2.6,2743375,15,1,1
70,15,435584,150,2.1,6533760,9,0,0
42,16,103783,121,1.3,1660528,15,1,1
40,19,131249,97,3.9,2493731,9,1,1
33,13,292056,171,2.5,3796728,7,1,1
46,19,7707,36,2.8,146433,10,0,0
26,15,323797,124,3.2,4856955,13,1,1
68,14,463338,176,1.3,6486732,8,0,0
57,11,437106,53,2.4,4808166,15,1,1
27,15,240863,105,3.2,3612945,11,1,1
20,16,227163,171,2.8,3634608,10,1,1
24,5,82422,123,3.5,412110,10,0,0
21,20,440897,141,1.0,8817940,2,0,0
23,12,384964,104,3.1,4619568,15,0,0
21,10,130578,137,2.1,1305780,4,0,0
56,10,267410,57,3.6,2674100,14,1,1
69,16,459235,133,2.2,7347760,11,0,0
34,12,176997,96,1.1,2123964,12,1,1
35,2,276307,47,1.0,552614,8,0,0
27,8,462368,11,3.4,3698944,11,1,1
34,12,54704,9,2.4,656448,11,1,1
45,5,27254,42,3.4,136270,4,1,0
61,17,425570,59,3.3,7234690,10,0,0
25,6,191735,77,4.1,1150410,9,1,1
20,11,244272,123,1.2,2686992,7,1,1
54,14,483435,14,3.0,6768090,12,1,1
45,13,272657,98,3.6,3544541,2,0,0
30,20,416478,112,4.4,8329560,6,0,1
52,9,229327,127,3.4,2063943,1,1,1
38,7,64812,31,1.1,453684,7,0,0
34,10,185357,108,1.9,1853570,11,1,1
63,16,391846,128,1.9,6269536,6,1,1
58,6,277071,9,3.3,1662426,14,0,1
33,18,133096,61,2.2,2395728,13,1,1
67,13,472179,19,4.6,6138327,11,1,1
60,10,90903,48,4.2,909030,15,0,1
27,3,421368,85,4.6,1264104,15,0,0
55,20,351672,62,4.9,7033440,8,1,1
40,16,257036,140,4.5,4112576,12,0,1
64,4,74024,49,3.4,296096,4,1,0
66,18,246727,12,1.9,4441086,4,0,1
55,7,217764,87,4.7,1524348,12,1,1
30,15,171070,129,4.5,2566050,12,1,1
50,18,331277,27,4.0,5962986,6,1,1
57,17,60637,16,4.8,1030829,9,1,1
41,1,487498,78,2.9,487498,15,0,0
50,12,144750,172,3.9,1737000,15,0,0
19,15,436848,88,1.3,6552720,5,0,0
19,9,172453,122,2.3,1552077,1,1,1
29,20,145350,72,3.1,2907000,6,1,1
48,20,322013,129,4.3,6440260,5,0,1
29,8,116815,40,4.4,934520,5,0,1
59,18,168880,147,3.1,3039840,10,1,1
62,4,7096,72,1.3,28384,5,0,0
54,10,62335,157,2.3,623350,2,0,0
67,3,425414,67,1.4,1276242,15,1,0
22,17,324139,172,4.7,5510363,3,0,1
38,17,495877,23,3.4,8429909,14,1,1
33,20,330948,115,3.4,6618960,2,0,0
53,16,186919,64,4.1,2990704,7,1,1
29,13,85774,15,4.2,1115062,5,1,1
47,17,263103,75,4.4,4472751,1,1,1
41,1,472608,148,4.0,472608,7,1,1
40,3,496262,162,4.9,1488786,14,0,0
41,12,472103,38,2.5,5665236,12,1,1
35,10,443994,150,4.1,4439940,1,0,1
55,19,282292,58,1.9,5363548,7,0,0
29,18,391663,89,2.4,7049934,3,1,1
43,10,379461,4,4.8,3794610,3,0,1
52,12,204790,140,4.4,2457480,9,0,1
20,15,475361,41,3.6,7130415,13,1,1
24,7,87276,100,3.4,610932,11,1,1
52,20,397153,127,2.4,7943060,10,1,1
23,17,193096,7,2.6,3282632,8,1,1
24,3,418161,13,3.2,1254483,4,1,1
57,14,443026,111,3.5,6202364,10,0,0
60,12,224077,122,4.7,2688924,10,0,1
57,6,340148,124,2.9,2040888,13,0,0
53,13,219822,32,4.3,2857686,5,0,1
48,14,318570,167,2.4,4459980,9,1,1
28,1,31866,115,2.5,31866,14,0,0
52,5,286892,64,1.7,1434460,13,0,0
48,7,207371,165,4.3,1451597,7,1,1
56,9,44639,77,3.1,401751,14,1,1
58,7,400884,131,2.9,2806188,6,0,0
59,11,471103,95,3.0,5182133,6,0,0
56,12,114977,47,2.9,1379724,9,1,1
34,20,487012,7,2.8,9740240,5,0,1
39,16,402894,151,3.2,6446304,13,0,0
23,4,77843,150,3.6,311372,1,1,0
21,18,350567,10,4.2,6310206,7,0,1
44,8,113345,124,2.3,906760,5,0,0
51,5,69967,16,1.5,349835,6,1,1
52,20,477669,65,1.4,9553380,11,1,1
49,17,491352,149,2.8,8352984,11,1,1
53,19,281180,39,2.8,5342420,5,0,0
46,8,409960,5,1.8,3279680,6,0,1
45,3,246941,172,4.1,740823,14,0,0
49,2,132171,71,4.7,264342,8,1,0
22,14,322994,160,3.7,4521916,11,1,1
35,3,411032,140,2.4,1233096,1,0,0
59,8,238041,96,2.8,1904328,2,0,0
52,5,161981,15,4.2,809905,15,1,1
58,16,17388,20,2.2,278208,14,0,0
19,20,249014,19,3.8,4980280,13,1,1
67,10,225968,157,1.8,2259680,13,1,1
69,19,283356,73,1.9,5383764,7,0,0
35,19,238459,72,3.4,4530721,10,0,0
21,11,20817,174,4.2,228987,3,0,0
53,6,160523,171,4.3,963138,7,0,1
43,11,152050,178,1.9,1672550,12,1,1
63,1,392291,64,1.3,392291,15,1,0
49,15,376152,74,2.9,5642280,9,0,0
52,16,257925,106,3.2,4126800,2,0,0
29,14,164155,139,4.6,2298170,15,0,1
38,2,306679,14,1.1,613358,7,0,0
58,9,428742,6,4.5,3858678,5,1,1
52,5,494915,153,2.7,2474575,4,1,0
57,16,402971,138,4.0,6447536,6,0,1
68,15,340314,131,3.5,5104710,11,1,1
54,4,300602,76,2.9,1202408,14,0,0
43,20,278949,46,1.6,5578980,4,1,1
22,6,153402,109,1.2,920412,11,1,1
53,3,440624,146,1.6,1321872,2,1,0
47,17,170591,40,1.2,2900047,12,0,0
52,20,414899,133,1.6,8297980,9,0,0
57,5,355407,179,3.9,1777035,2,1,0
61,1,315286,57,2.2,315286,15,1,0
69,1,20942,99,4.3,20942,10,1,0
68,11,436515,147,2.6,4801665,1,0,0
59,19,478445,143,3.4,9090455,10,0,0
40,4,68705,163,3.2,274820,5,0,0
26,18,397868,176,4.4,7161624,8,0,1
54,16,129863,28,3.8,2077808,15,1,1
21,13,196473,82,4.0,2554149,7,1,1
29,10,489114,124,1.7,4891140,13,1,1
25,15,251664,16,4.4,3774960,11,0,1
37,6,162501,5,4.5,975006,13,1,1
22,3,263262,97,3.2,789786,14,0,0
60,5,197264,173,1.5,986320,14,0,0
46,13,338428,62,2.4,4399564,5,0,0
27,8,263351,7,3.5,2106808,1,1,1
51,16,257576,137,3.4,4121216,11,1,1
63,9,158579,89,2.4,1427211,10,1,1
24,15,194336,174,1.8,2915040,9,1,1
69,6,184563,156,3.2,1107378,1,0,0
48,2,335781,46,2.4,671562,4,0,0
68,2,277451,102,3.9,554902,11,1,0
69,4,60993,128,3.4,243972,5,1,0
31,20,68165,139,3.0,1363300,11,1,1
23,12,65701,161,3.1,788412,1,1,1
35,15,255052,54,1.4,3825780,10,0,0
60,2,59173,156,3.6,118346,10,0,0
52,7,453065,45,1.3,3171455,7,0,0
65,15,394619,29,3.6,5919285,2,0,1
60,1,203250,130,1.8,203250,10,1,0
62,19,478897,90,1.1,9099043,14,0,0
48,18,35233,134,1.3,634194,3,0,0
67,13,169362,34,3.1,2201706,3,0,0
54,16,246231,172,2.4,3939696,3,0,0
48,19,74696,80,3.3,1419224,7,1,1
45,19,276680,139,3.0,5256920,9,1,1
47,3,177763,126,3.1,533289,10,0,0
46,1,388967,158,4.0,388967,6,1,1
34,17,133030,37,2.1,2261510,15,1,1
45,9,388747,93,4.1,3498723,7,0,1
35,5,374690,95,4.1,1873450,7,1,1
21,13,27705,82,1.7,360165,4,1,1
40,4,408621,45,2.2,1634484,8,1,0
43,3,219546,158,4.8,658638,1,1,1
40,12,239732,54,4.9,2876784,10,0,1
52,13,270239,39,2.9,3513107,4,0,0
33,10,164295,118,3.7,1642950,11,1,1
64,8,63695,26,3.4,509560,10,1,1
34,17,209358,138,3.9,3559086,4,1,1
44,2,498916,77,4.9,997832,1,1,1
52,20,153391,66,4.2,3067820,14,1,1
45,14,393464,158,4.4,5508496,3,1,1
18,14,296191,55,4.8,4146674,12,1,1
60,14,18220,33,3.9,255080,4,0,0
22,18,480945,117,1.7,8657010,2,1,1
66,6,250400,8,3.4,1502400,7,1,1
46,11,341162,175,5.0,3752782,7,1,1
51,10,380936,92,3.9,3809360,6,1,1
50,9,335372,95,1.6,3018348,7,0,0
37,7,56448,68,3.7,395136,10,0,0
51,4,366019,56,4.1,1464076,6,1,1
19,20,91981,80,1.4,1839620,14,1,1
20,6,16555,140,2.2,99330,14,0,0
38,17,378194,173,1.4,6429298,12,0,0
18,6,424315,93,3.7,2545890,5,1,1
63,5,221632,5,4.8,1108160,10,1,1
30,7,90769,139,1.6,635383,12,1,1
58,2,212165,102,4.6,424330,13,1,1
55,9,79056,158,2.8,711504,2,0,0
33,12,112334,65,4.1,1348008,5,1,1
54,1,234501,139,4.3,234501,12,0,0
46,15,429839,45,3.2,6447585,7,0,0
69,11,151081,36,4.9,1661891,5,1,1
34,1,272385,140,4.9,272385,7,1,0
66,4,337039,16,3.2,1348156,8,0,0
31,20,17233,121,2.0,344660,3,1,1
52,7,332339,170,3.3,2326373,15,0,0
69,11,106259,152,1.2,1168849,7,1,1
57,4,252165,83,4.5,1008660,9,0,0
18,1,127540,139,3.2,127540,7,0,0
62,5,79176,56,1.6,395880,13,0,0
60,1,265630,95,3.6,265630,11,0,0
22,8,92214,151,3.5,737712,15,0,0
56,5,425095,174,1.7,2125475,9,1,0
48,8,285838,166,2.0,2286704,12,1,1
51,16,279500,5,3.5,4472000,15,1,1
70,5,286297,37,2.9,1431485,8,0,0
31,5,358890,60,4.8,1794450,5,1,1
47,12,58022,117,1.9,696264,6,0,0
29,3,235699,105,4.3,707097,7,0,0
37,5,90009,180,4.1,450045,15,1,1
51,8,189785,116,3.5,1518280,14,0,0
45,3,391352,42,2.3,1174056,4,1,0
58,19,261403,53,2.0,4966657,5,1,1
19,5,42759,151,1.4,213795,11,1,0
27,10,230326,73,1.7,2303260,10,0,0
35,15,429933,5,3.4,6448995,5,0,1
37,5,498401,86,4.5,2492005,1,1,1
53,18,233525,164,4.9,4203450,15,0,1
53,15,27402,113,4.7,411030,1,1,1
54,4,59341,5,1.6,237364,12,0,0
54,15,307389,24,1.5,4610835,11,0,1
36,1,32385,83,2.6,32385,11,0,0
44,14,219954,88,1.4,3079356,1,0,0
33,9,169543,72,3.0,1525887,6,0,0
32,19,203911,170,3.0,3874309,13,1,1
21,10,178074,100,2.5,1780740,9,0,0
41,14,356337,34,1.0,4988718,15,0,0
63,16,205177,172,2.4,3282832,7,1,1
24,6,313739,106,4.5,1882434,15,0,1
46,4,110472,167,4.1,441888,12,1,1
68,19,307415,166,4.4,5840885,4,1,1
41,1,60698,3,1.8,60698,5,0,0
43,15,436898,45,3.1,6553470,5,0,0
57,7,212507,29,3.2,1487549,2,1,1
47,10,375164,163,1.5,3751640,1,0,0
19,2,476686,135,1.2,953372,5,1,0
53,20,363430,167,1.5,7268600,5,0,0
59,12,423868,65,4.6,5086416,2,1,1
35,18,291433,158,4.6,5245794,13,0,1
70,12,36289,82,4.1,435468,10,1,1
38,20,471009,135,3.7,9420180,8,1,1
30,8,322805,172,4.0,2582440,4,1,1
44,16,132776,86,3.0,2124416,14,0,0
59,20,398417,6,1.9,7968340,12,1,1
43,17,482415,32,2.9,8201055,4,1,1
27,4,498410,70,2.9,1993640,4,0,0
34,14,245878,101,4.2,3442292,10,1,1
66,13,320772,127,1.6,4170036,10,1,1
68,1,20721,33,1.9,20721,1,1,0
29,4,423702,129,1.2,1694808,15,0,0
69,3,445561,49,2.9,1336683,5,1,0
34,16,39565,50,4.7,633040,14,0,1
27,7,368847,68,2.0,2581929,3,0,0
26,13,365306,137,4.3,4748978,9,1,1
70,13,133441,177,2.1,1734733,8,1,1
51,1,369963,142,1.6,369963,6,0,0
45,5,397791,81,2.1,1988955,3,1,0
18,18,295636,136,4.5,5321448,7,1,1
62,1,415842,20,3.7,415842,11,0,0
22,7,413361,15,1.4,2893527,5,1,1
21,5,460390,104,1.4,2301950,5,1,0
69,15,49582,12,4.7,743730,3,0,1
36,5,450125,131,3.7,2250625,1,0,0
68,17,410119,141,2.9,6972023,8,0,0
23,16,214836,152,1.1,3437376,14,1,1
18,17,361797,2,3.0,6150549,13,0,1
46,13,54354,91,2.8,706602,15,0,0
56,15,312310,131,2.1,4684650,12,1,1
60,16,27177,88,4.4,434832,6,0,1
34,20,234390,58,1.7,4687800,10,1,1
39,7,430597,175,1.8,3014179,5,0,0
42,10,297532,171,1.8,2975320,2,1,1
45,12,119745,126,4.8,1436940,4,0,1
39,8,289247,178,3.6,2313976,7,1,1
66,4,406024,180,3.8,1624096,12,0,0
49,17,401545,162,2.7,6826265,8,1,1
50,17,465872,44,1.2,7919824,9,1,1
56,6,156773,125,4.3,940638,7,0,1
42,20,328764,58,4.2,6575280,9,1,1
44,11,88596,84,4.6,974556,12,0,1
43,1,438058,162,1.3,438058,11,1,0
24,18,420795,12,3.9,7574310,1,1,1
62,8,42280,57,4.9,338240,15,0,1
18,14,152268,160,4.7,2131752,15,1,1
59,18,78393,3,1.8,1411074,11,1,1
49,1,182572,41,4.4,182572,7,0,0
45,19,130994,96,2.6,2488886,7,1,1
35,14,192723,63,2.3,2698122,8,1,1
44,4,336636,113,2.4,1346544,9,0,0
55,7,192446,140,5.0,1347122,6,1,1
49,20,400362,66,2.3,8007240,3,0,0
21,6,189923,2,2.9,1139538,2,1,1
40,17,148440,149,4.8,2523480,13,1,1
22,15,206996,56,4.7,3104940,14,1,1
67,4,72571,168,2.6,290284,6,1,0
60,18,283972,69,1.6,5111496,3,0,0
47,16,56874,81,1.1,909984,7,0,0
20,5,174981,148,3.7,874905,3,1,0
68,16,237778,38,2.6,3804448,11,1,1
29,6,139978,110,4.4,839868,1,0,1
46,20,132280,71,1.1,2645600,2,0,0
41,2,308607,68,4.3,617214,2,0,0
48,15,360878,97,4.7,5413170,3,1,1
26,9,404010,5,4.2,3636090,13,0,1
44,7,477380,114,2.2,3341660,9,1,1
20,17,39809,164,2.6,676753,6,1,1
42,16,392429,83,3.8,6278864,13,0,0
54,2,465586,113,1.0,931172,9,0,0
51,6,389972,48,1.5,2339832,1,0,0
35,9,453447,89,2.5,4081023,2,1,1
38,19,439279,7,2.7,8346301,6,1,1
49,1,59246,159,1.7,59246,6,0,0
43,20,142699,175,1.2,2853980,6,0,0
55,8,265689,176,4.8,2125512,15,1,1
49,20,187965,167,2.0,3759300,6,0,0
25,1,360044,176,3.4,360044,12,1,0
61,15,439579,55,3.7,6593685,13,1,1
63,7,437089,174,3.1,3059623,1,1,1
37,1,479408,173,2.5,479408,4,0,0
41,6,84247,15,1.0,505482,14,1,1
42,18,355718,31,3.6,6402924,5,0,0
36,8,135059,95,4.5,1080472,12,1,1
20,2,292861,65,4.0,585722,9,0,0
42,12,29826,168,4.0,357912,8,0,1
22,16,378167,68,3.0,6050672,10,1,1
32,18,261656,130,1.5,4709808,1,0,0
66,14,438199,9,4.9,6134786,12,1,1
65,14,224466,105,2.8,3142524,9,0,0
57,15,294110,6,4.7,4411650,6,0,1
25,2,302549,27,4.7,605098,1,1,1
36,4,330696,6,2.8,1322784,12,0,0
22,15,183470,54,2.9,2752050,14,1,1
54,8,207349,36,2.3,1658792,2,1,1
51,5,207368,130,2.5,1036840,9,1,0
40,16,305529,87,3.2,4888464,4,1,1
38,3,235865,129,2.6,707595,11,0,0
19,2,37431,152,2.0,74862,15,1,0
51,18,350138,16,2.2,6302484,9,0,1
45,15,265950,126,5.0,3989250,11,1,1
37,11,266304,141,3.9,2929344,3,1,1
19,20,337820,84,3.7,6756400,13,0,0
